Service;Th�matique;Producteur;Nom;Nom technique;URL d'acces Geoportail;URL d'acces Geoplateforme;Statut de licence;Etat de publication;Statut  G�oplateforme;Date actualisation de la donn�e;Remarque
WFS;environnement;MNHN;Parcs naturels regionaux;PROTECTEDAREAS.PNR:pnr;https://wxs.ign.fr/environnement/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wfs/ows?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities;;Publie;A jour;22/03/2024;
WFS;environnement;FNEDT;Points de Rencontre de Secours en Foret France metropole(PRSF);PROTECTEDAREAS.PRSF:prs_fr;https://wxs.ign.fr/environnement/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wfs/ows?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities;;Publie;A jour;09/05/2025;
WFS;environnement;MNHN;Zones humides d'importance internationale;PROTECTEDAREAS.RAMSAR:ramsar;https://wxs.ign.fr/environnement/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wfs/ows?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities;;Publie;A jour;22/03/2024;
WFS;environnement;MNHN;Reserves biologiques;PROTECTEDAREAS.RB:rb;https://wxs.ign.fr/environnement/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wfs/ows?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WFS;environnement;MNHN;Reserves integrales des Parc nationaux;PROTECTEDAREAS.RIPN:ripn;https://wxs.ign.fr/environnement/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wfs/ows?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WFS;environnement;MNHN;Reserves naturelles de Corse;PROTECTEDAREAS.RNC:rnc;https://wxs.ign.fr/environnement/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wfs/ows?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities;;Publie;A jour;22/03/2024;
WFS;environnement;MNHN;Reserves nationales de chasse et de faune sauvage;PROTECTEDAREAS.RNCF:rncfs;https://wxs.ign.fr/environnement/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wfs/ows?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities;;Publie;A jour;22/03/2024;Anciennement PROTECTEDAREAS.RNCF:rncfs_fxx
WFS;environnement;MNHN;Reserves naturelles nationales;PROTECTEDAREAS.RNN:rnn;https://wxs.ign.fr/environnement/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wfs/ows?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities;;Publie;A jour;22/03/2024;
WFS;environnement;MNHN;Sites Natura 2000 (Directive Habitats);PROTECTEDAREAS.SIC:sic;https://wxs.ign.fr/environnement/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wfs/ows?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities;;Publie;A jour;22/03/2024;
WFS;environnement;MNHN;Sites inscrits au patrimoine mondial de l�UNESCO (biens naturels ou mixtes);PROTECTEDAREAS.UNESCO:unesco;;https://data.geopf.fr/wfs/ows?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities;;Publie;A jour;05/04/2024;
WFS;environnement;MNHN;Zones naturelles d'interet ecologique faunistique et floristique de type 1 (ZNIEFF 1 mer) ;PROTECTEDAREAS.ZNIEFF1.SEA:znieff1_mer;https://wxs.ign.fr/environnement/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wfs/ows?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities;;Publie;A jour;22/03/2024;
WFS;environnement;MNHN;Zones naturelles d'interet ecologique faunistique et floristique de type 1 (ZNIEFF 1);PROTECTEDAREAS.ZNIEFF1:znieff1;https://wxs.ign.fr/environnement/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wfs/ows?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities;;Publie;A jour;22/03/2024;
WFS;environnement;MNHN;Zones naturelles d'interet ecologique faunistique et floristique de type 2 (ZNIEFF 2 mer) ;PROTECTEDAREAS.ZNIEFF2.SEA:znieff2_mer;https://wxs.ign.fr/environnement/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wfs/ows?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities;;Publie;A jour;22/03/2024;
WFS;environnement;MNHN;Zones naturelles d'interet ecologique faunistique et floristique de type 2 (ZNIEFF 2);PROTECTEDAREAS.ZNIEFF2:znieff2;https://wxs.ign.fr/environnement/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wfs/ows?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities;;Publie;A actualiser;20/10/2023;Prevision 2025-09-01
WFS;environnement;MNHN;Zones de protection renforcee;PROTECTEDAREAS.ZPR:zpr;https://wxs.ign.fr/environnement/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wfs/ows?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WFS;environnement;MNHN;Sites Natura 2000 (Directive Oiseaux);PROTECTEDAREAS.ZPS:zps;https://wxs.ign.fr/environnement/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wfs/ows?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities;;Publie;A jour;22/03/2024;
WFS;environnement;MNHN;Reserves naturelles regionales;PROTECTEDSITES.MNHN.RESERVES-REGIONALES:rnr;https://wxs.ign.fr/environnement/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wfs/ows?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities;;Publie;A jour;22/03/2024;Anciennement PROTECTEDSITES.MNHN.RESERVES-REGIONALES:wld_rnr
WFS;environnement;FNEDT;Points de Rencontre de Secours en Foret Guadeloupe (PRSF);PRSF_BDD_GLP_2023:prs_glp;https://wxs.ign.fr/environnement/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wfs/ows?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WFS;environnement;FNEDT;Points de Rencontre de Secours en Foret Guyane (PRSF);PRSF_BDD_GUF_2023:prs_guf;https://wxs.ign.fr/environnement/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wfs/ows?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WFS;environnement;FNEDT;Points de Rencontre de Secours en Foret La Reunion (PRSF);PRSF_BDD_REU_2023:prs_reu;https://wxs.ign.fr/environnement/geoportail/wfs?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wfs/ows?SERVICE=WFS&VERSION=2.0.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WMS Raster;environnement;ONF;Forets publiques;FORETS.PUBLIQUES;https://wxs.ign.fr/environnement/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WMS Raster;environnement;VALABRE;Carroyages DFCI;GEOGRAPHICALGRIDSYSTEM.DFCI;https://wxs.ign.fr/environnement/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A actualiser;10/11/2023;
WMS Raster;environnement;IGN;BD For�t v1 (1987-2004);LANDCOVER.FORESTINVENTORY.V1;https://wxs.ign.fr/environnement/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WMS Raster;environnement;IGN;BD For�t v2 (2006-2019);LANDCOVER.FORESTINVENTORY.V2;https://wxs.ign.fr/environnement/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WMS Raster;environnement;MNHN;Arretes de protection de biotope;PROTECTEDAREAS.APB;https://wxs.ign.fr/environnement/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A jour;12/04/2024;
WMS Raster;environnement;MNHN;Arretes de protection de geotope;PROTECTEDAREAS.APG;https://wxs.ign.fr/environnement/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A jour;05/04/2024;
WMS Raster;environnement;MNHN;Arretes de protection d�habitats naturels;PROTECTEDAREAS.APHN;https://wxs.ign.fr/environnement/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A jour;05/04/2024;
WMS Raster;environnement;MNHN;Arretes listes de sites d'interet geologique;PROTECTEDAREAS.APLG;https://wxs.ign.fr/environnement/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A jour;05/04/2024;
WMS Raster;environnement;MNHN;Reserves de biosphere;PROTECTEDAREAS.BIOS;https://wxs.ign.fr/environnement/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A actualiser;20/10/2023;Prevision 2025-09-01
WMS Raster;environnement;MNHN;Aires protegees Geoparcs;PROTECTEDAREAS.GP;https://wxs.ign.fr/environnement/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WMS Raster;environnement;MNHN;Inventaire National du Patrimoine Geologique;PROTECTEDAREAS.INPG;https://wxs.ign.fr/environnement/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A jour;12/04/2024;
WMS Raster;environnement;MNHN;Conservatoire du littoral : parcelles protegees ;PROTECTEDAREAS.MNHN.CDL.PARCELS;https://wxs.ign.fr/environnement/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A actualiser;20/10/2023;Prevision 2025-09-01
WMS Raster;environnement;MNHN;Conservatoires d'Espaces Naturel;PROTECTEDAREAS.MNHN.CONSERVATOIRES;https://wxs.ign.fr/environnement/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A jour;15/03/2024;
WMS Raster;environnement;MNHN;Parcs nationaux;PROTECTEDAREAS.PN;https://wxs.ign.fr/environnement/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A jour;12/04/2024;
WMS Raster;environnement;MNHN;Parcs naturels marins;PROTECTEDAREAS.PNM;https://wxs.ign.fr/environnement/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WMS Raster;environnement;MNHN;Parcs naturels regionaux;PROTECTEDAREAS.PNR;https://wxs.ign.fr/environnement/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A jour;05/04/2024;
WMS Raster;environnement;MNHN;Zones humides d'importance internationale;PROTECTEDAREAS.RAMSAR;;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;05/04/2024;
WMS Raster;environnement;MNHN;Reserves biologiques;PROTECTEDAREAS.RB;https://wxs.ign.fr/environnement/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WMS Raster;environnement;MNHN;Reserves integrales des Parc nationaux;PROTECTEDAREAS.RIPN;https://wxs.ign.fr/environnement/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WMS Raster;environnement;MNHN;Reserves naturelles nationales;PROTECTEDAREAS.RN;https://wxs.ign.fr/environnement/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A jour;05/04/2024;
WMS Raster;environnement;MNHN;Reserves naturelles de Corse;PROTECTEDAREAS.RNC;https://wxs.ign.fr/environnement/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A actualiser;10/11/2023;Prevision 2025-09-01
WMS Raster;environnement;MNHN;Reserves nationales de chasse et de faune sauvage;PROTECTEDAREAS.RNCF;https://wxs.ign.fr/environnement/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A jour;05/04/2024;
WMS Raster;environnement;MNHN;Sites Natura 2000 (Directive Habitats);PROTECTEDAREAS.SIC;https://wxs.ign.fr/environnement/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A jour;05/04/2024;
WMS Raster;environnement;MNHN;Sites Natura 2000 (Directive Habitats);PROTECTEDAREAS.UNESCO;;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A jour;05/04/2024;
WMS Raster;environnement;MNHN;Zones naturelles d'interet ecologique faunistique et floristique de type 1;PROTECTEDAREAS.ZNIEFF1;https://wxs.ign.fr/environnement/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A actualiser;20/10/2023;Prevision 2025-09-01
WMS Raster;environnement;MNHN;Zones naturelles d'interet ecologique faunistique et floristique de type 1 (ZNIEFF 1 mer) ;PROTECTEDAREAS.ZNIEFF1.SEA;https://wxs.ign.fr/environnement/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A actualiser;20/10/2023;Prevision 2025-09-01
WMS Raster;environnement;MNHN;Zones naturelles d'interet ecologique faunistique et floristique de type 2;PROTECTEDAREAS.ZNIEFF2;https://wxs.ign.fr/environnement/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A actualiser;20/10/2023;Prevision 2025-09-01
WMS Raster;environnement;MNHN;Zones naturelles d'interet ecologique faunistique et floristique de type 2 (ZNIEFF 2 mer) ;PROTECTEDAREAS.ZNIEFF2.SEA;https://wxs.ign.fr/environnement/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A actualiser;20/10/2023;Prevision 2025-09-01
WMS Raster;environnement;MNHN;Zones de protection renforcee;PROTECTEDAREAS.ZPR ;https://wxs.ign.fr/environnement/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A jour;24/11/2023;
WMS Raster;environnement;MNHN;Sites Natura 2000 (Directive Oiseaux);PROTECTEDAREAS.ZPS;https://wxs.ign.fr/environnement/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A actualiser;20/10/2023;Prevision 2025-09-01
WMS Raster;environnement;MNHN;Reserves naturelles regionales;PROTECTEDSITES.MNHN.RESERVES-REGIONALES;https://wxs.ign.fr/environnement/geoportail/r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-r/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;;Publie;A actualiser;20/10/2023;Prevision 2025-09-01
WMS Vecteur;environnement;MASA;Zonage informatif des obligations legales de debroussaillement;DEBROUSSAILLEMENT;https://wxs.ign.fr/environnement/geoportail/v/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-v/ows?service=wms&version=1.3.0&request=GetCapabilities;;Publie;A actualiser;17/05/2024;
WMS Vecteur;environnement;IGN;Cartographie des formations v�g�tales 2016 de Mayotte;IGNF_CARTO-FORMATIONS-VEGETALES_2016;;https://data.geopf.fr/wms-v/ows?service=wms&version=1.3.0&request=GetCapabilities;;Publie;A jour;04/04/2025;
WMS Vecteur;environnement;IGN;Cartographie des formations v�g�tales 2023 de Mayotte;IGNF_CARTO-FORMATIONS-VEGETALES_2023;;https://data.geopf.fr/wms-v/ows?service=wms&version=1.3.0&request=GetCapabilities;;Publie;A jour;04/04/2025;
WMS Vecteur;environnement;MNHN;Sites du patrimoine mondial de l'UNESCO;IGNF_SITES-UNESCO;;https://data.geopf.fr/wms-v/ows?service=wms&version=1.3.0&request=GetCapabilities;;Publie;A jour;04/04/2025;
WMS Vecteur;environnement;IGEDD;Inventaire national des plans d�eau (INPE);INPE;;https://data.geopf.fr/wms-v/ows?service=wms&version=1.3.0&request=GetCapabilities;;Publie;A jour;23/02/2024;
WMS Vecteur;environnement;CEREMA;Mesures compensatoires des atteintes a la biodiversite ;MESURES_COMPENSATOIRES;https://wxs.ign.fr/environnement/geoportail/v/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-v/ows?service=wms&version=1.3.0&request=GetCapabilities;;Publie;A jour;11/04/2025;
WMS Vecteur;environnement;CONSERV_LITTO;Conservatoire du littoral : perimetres autorises;PROTECTEDAREAS.MNHN.CDL.PERIMETER;https://wxs.ign.fr/environnement/geoportail/v/wms?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities;https://data.geopf.fr/wms-v/ows?service=wms&version=1.3.0&request=GetCapabilities;;Publie;A jour;15/11/2024;
WMS Vecteur;environnement;FNEDT;Points de Rencontre de Secours en Foret (PRSF);PROTECTEDAREAS.PRSF;;https://data.geopf.fr/wms-v/ows?service=wms&version=1.3.0&request=GetCapabilities;;Publie;A jour;09/05/2025;
WMTS;environnement;MASA;Zonage informatif des obligations legales de debroussaillement;DEBROUSSAILLEMENT;https://wxs.ign.fr/environnement/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;20/12/2024;
WMTS;environnement;ONF;Forets publiques;FORETS.PUBLIQUES;https://wxs.ign.fr/environnement/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WMTS;environnement;VALABRE;Carroyages DFCI;GEOGRAPHICALGRIDSYSTEM.DFCI;https://wxs.ign.fr/environnement/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;15/03/2024;
WMTS;environnement;IGEDD;Inventaire national des plans d�eau (INPE);INPE;;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;23/02/2024;
WMTS;environnement;IGN;Regions forestieres nationales;LANDCOVER.FORESTAREAS;https://wxs.ign.fr/environnement/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WMTS;environnement;IGN;BD For�t v1 (1987-2004);LANDCOVER.FORESTINVENTORY.V1;https://wxs.ign.fr/environnement/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WMTS;environnement;IGN;BD For�t v2 (2006-2019);LANDCOVER.FORESTINVENTORY.V2;https://wxs.ign.fr/environnement/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WMTS;environnement;IGN;Sylvoecoregions;LANDCOVER.SYLVOECOREGIONS;https://wxs.ign.fr/environnement/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WMTS;environnement;IGN;Sylvoecoregions d'alluvions recentes;LANDCOVER.SYLVOECOREGIONS.ALLUVIUM;https://wxs.ign.fr/environnement/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WMTS;environnement;MNHN;Arretes de protection de biotope;PROTECTEDAREAS.APB;https://wxs.ign.fr/environnement/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;12/04/2024;
WMTS;environnement;MNHN;Arretes de protection de geotope;PROTECTEDAREAS.APG;https://wxs.ign.fr/environnement/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;05/04/2024;
WMTS;environnement;MNHN;Arretes de protection d�habitats naturels;PROTECTEDAREAS.APHN;https://wxs.ign.fr/environnement/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;05/04/2024;
WMTS;environnement;MNHN;Arretes listes de sites d'interet geologique;PROTECTEDAREAS.APLG;https://wxs.ign.fr/environnement/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;05/04/2024;
WMTS;environnement;MNHN;Reserves de biosphere;PROTECTEDAREAS.BIOS;https://wxs.ign.fr/environnement/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A actualiser;20/10/2023;Prevision 2025-09-01
WMTS;environnement;MNHN;Aires protegees Geoparcs;PROTECTEDAREAS.GP;https://wxs.ign.fr/environnement/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;20/10/2023;
WMTS;environnement;MNHN;Inventaire National du Patrimoine Geologique;PROTECTEDAREAS.INPG;https://wxs.ign.fr/environnement/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;12/04/2024;
WMTS;environnement;MNHN;Conservatoire du littoral : parcelles protegees ;PROTECTEDAREAS.MNHN.CDL.PARCELS;https://wxs.ign.fr/environnement/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A actualiser;20/10/2023;Prevision 2025-09-01
WMTS;environnement;CONSERV_LITTO;Conservatoire du littoral : perimetres autorises;PROTECTEDAREAS.MNHN.CDL.PERIMETER;https://wxs.ign.fr/environnement/geoportail/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities;;Publie;A jour;15/11/2024;
